qid,context,question,answer
foody_42,"Tính mình vốn sợ dơ giống Kenny Sang nên nghe Foody giới thiệu quán này là mình rất ưng cái bụng nè .
Ấn tượng đầu tiên là bếp nướng sạch sẽ , gọn gàng . Cách trình bày đồ ăn đẹp mắt tạo cảm giác ngon miệng . Theo mình đồ ăn đây tẩm ướp khá vừa vị . Gía cũng không hề đắt . Ngang ngang với các quán nướng than đang thịnh .
Theo mình thì thay vì cũng bỏ 1 số tiền như vậy để vừa ăn vừa toát mồ hôi ngồi quạt bếp than thì ăn ở đây vẫn sướng hơn . Chất lượng y chang , giá thành y chang mà còn được cái đảm bảo vệ sinh và sạch sẽ . đỡ hít khói nướng độc hại .
Ăn ở đây cứ như là được ở Hàn Cuốc zậy đó . Thích lắm luôn .
",Cảm giác của khách hàng khi ăn ở quán như thế nào?,cứ như là được ở Hàn Cuốc zậy đó . Thích lắm luôn 
foody_43,"Tính mình vốn sợ dơ giống Kenny Sang nên nghe Foody giới thiệu quán này là mình rất ưng cái bụng nè .
Ấn tượng đầu tiên là bếp nướng sạch sẽ , gọn gàng . Cách trình bày đồ ăn đẹp mắt tạo cảm giác ngon miệng . Theo mình đồ ăn đây tẩm ướp khá vừa vị . Gía cũng không hề đắt . Ngang ngang với các quán nướng than đang thịnh .
Theo mình thì thay vì cũng bỏ 1 số tiền như vậy để vừa ăn vừa toát mồ hôi ngồi quạt bếp than thì ăn ở đây vẫn sướng hơn . Chất lượng y chang , giá thành y chang mà còn được cái đảm bảo vệ sinh và sạch sẽ . đỡ hít khói nướng độc hại .
Ăn ở đây cứ như là được ở Hàn Cuốc zậy đó . Thích lắm luôn .
",So với nấu ăn ở nhà thì khách hàng nghĩ gì khi ăn tại quán?,ăn ở đây vẫn sướng hơn 
foody_44,"Bánh canh ghẹ ở đây ăn khá ngon , giá hơi đăt nhưng khá phù hợp với chất lượng vì hải sản đắt mà . Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính , nước uống giá cả phải chăng , chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp , chắc tại mình cao . Phục vụ thân thiện nhanh nhẹn , chỗ nấu bếp sạch sẽ . Chắc chắn mình sẽ quay lại lần nữa .
",Khách hàng đánh giá món bánh canh ghẹ ở quán như thế nào?,"Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính"
foody_45,"Bánh canh ghẹ ở đây ăn khá ngon , giá hơi đăt nhưng khá phù hợp với chất lượng vì hải sản đắt mà . Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính , nước uống giá cả phải chăng , chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp , chắc tại mình cao . Phục vụ thân thiện nhanh nhẹn , chỗ nấu bếp sạch sẽ . Chắc chắn mình sẽ quay lại lần nữa .
",Giá thành đồ ăn của quán như thế nào?,hơi đăt
foody_46,"Bánh canh ghẹ ở đây ăn khá ngon , giá hơi đăt nhưng khá phù hợp với chất lượng vì hải sản đắt mà . Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính , nước uống giá cả phải chăng , chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp , chắc tại mình cao . Phục vụ thân thiện nhanh nhẹn , chỗ nấu bếp sạch sẽ . Chắc chắn mình sẽ quay lại lần nữa .
",Giá của các thức uống tại quán ra sao?,giá cả phải chăng
foody_47,"Bánh canh ghẹ ở đây ăn khá ngon , giá hơi đăt nhưng khá phù hợp với chất lượng vì hải sản đắt mà . Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính , nước uống giá cả phải chăng , chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp , chắc tại mình cao . Phục vụ thân thiện nhanh nhẹn , chỗ nấu bếp sạch sẽ . Chắc chắn mình sẽ quay lại lần nữa .
",Khách hàng đánh giá như thế nào về chỗ ngồi trong quán?,"chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp"
foody_48,"Bánh canh ghẹ ở đây ăn khá ngon , giá hơi đăt nhưng khá phù hợp với chất lượng vì hải sản đắt mà . Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính , nước uống giá cả phải chăng , chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp , chắc tại mình cao . Phục vụ thân thiện nhanh nhẹn , chỗ nấu bếp sạch sẽ . Chắc chắn mình sẽ quay lại lần nữa .
",Cách phục vụ của nhân viên quán như thế nào?,thân thiện nhanh nhẹn
foody_49,"Chưa bao gìơ mình được ăn nhiều hải sản đến như vậy . Ngon và rẻ , chất lựơng là những tiêu chí mình đặt lên hàng đầu . Ghẹ mùa này ốp nhưng ở đây ốp nhưng chất thịt vẫn tươi . Tôm to và tươi . Món ngon nhất mình cho 9.5 đỉêm , đó là món nghêu hấp xả , ngon tuyệt vời , uống hết nước hấp nghêu luôn . vừa cay , ngọt , thơm .
",Khách hàng nghĩ như thế nào về thức ăn tại quán?,Ngon và rẻ
foody_50,"Quán ngay gần nhà nên mình suốt ngày ra . 1 tuần phải ra đến 6 ngày ý : ) )
Không gian đẹp thì khỏi bàn cãi r , có sân vườn rất thơ mộng , có bác bảo vệ trông xe và để xe thoải mái .
Điemr trừ chắc là cả quán có mỗi 1 phòng tầng 2 có điều hoà thôi nên các phòng khác rất nóng . Menu thì mình thấy bị ít sự lựa chọn . Ah và điều cuối cùng là mình có hỏi xem có ưu đãi nào cho khách quen hay đến không thì không có đâu nhé : (
",Không gian của quán ra sao?,"đẹp thì khỏi bàn cãi r , có sân vườn rất thơ mộng "
foody_51,"Quán ngay gần nhà nên mình suốt ngày ra . 1 tuần phải ra đến 6 ngày ý : ) )
Không gian đẹp thì khỏi bàn cãi r , có sân vườn rất thơ mộng , có bác bảo vệ trông xe và để xe thoải mái .
Điemr trừ chắc là cả quán có mỗi 1 phòng tầng 2 có điều hoà thôi nên các phòng khác rất nóng . Menu thì mình thấy bị ít sự lựa chọn . Ah và điều cuối cùng là mình có hỏi xem có ưu đãi nào cho khách quen hay đến không thì không có đâu nhé : (
",Việc gửi xe tại quán như thế nào?,có bác bảo vệ trông xe và để xe thoải mái
foody_52,"Đồ ăn ở đây ngon , tươi . Đồng giá 60k . Nhưng nhiều món phải đặt trước , mà người quen họ mới bán . Tôm tít hơi nhỏ . Mình thích món sò điệp nướng mỡ hành , ngon và khá thơm .
Món hàu sữa sashimi nhìn tưởng tanh và khó ăn . Nhưng không hề . Chấm tí mù tạt ăn không có tí mùi tanh nào luôn . Béo beo : D
Gỏi cá tạm ok : ) )
Quán đồ ăn rẻ nhưng đi hơi xa . Qua tận cuối đường Ngô Quyền . Vòng vèo : ) )
Phục vụ hơi chậm . Chắc do đông quá nên làm ko kịp .
",Đánh giá chung về đồ ăn tại quán như thế nào?,"ngon , tươi"
foody_53,"Đồ ăn ở đây ngon , tươi . Đồng giá 60k . Nhưng nhiều món phải đặt trước , mà người quen họ mới bán . Tôm tít hơi nhỏ . Mình thích món sò điệp nướng mỡ hành , ngon và khá thơm .
Món hàu sữa sashimi nhìn tưởng tanh và khó ăn . Nhưng không hề . Chấm tí mù tạt ăn không có tí mùi tanh nào luôn . Béo beo : D
Gỏi cá tạm ok : ) )
Quán đồ ăn rẻ nhưng đi hơi xa . Qua tận cuối đường Ngô Quyền . Vòng vèo : ) )
Phục vụ hơi chậm . Chắc do đông quá nên làm ko kịp .
",Nhận xét của khách hàng về giá cả tại quán là gì?,đồ ăn rẻ
foody_54,"Đồ ăn ở đây ngon , tươi . Đồng giá 60k . Nhưng nhiều món phải đặt trước , mà người quen họ mới bán . Tôm tít hơi nhỏ . Mình thích món sò điệp nướng mỡ hành , ngon và khá thơm .
Món hàu sữa sashimi nhìn tưởng tanh và khó ăn . Nhưng không hề . Chấm tí mù tạt ăn không có tí mùi tanh nào luôn . Béo beo : D
Gỏi cá tạm ok : ) )
Quán đồ ăn rẻ nhưng đi hơi xa . Qua tận cuối đường Ngô Quyền . Vòng vèo : ) )
Phục vụ hơi chậm . Chắc do đông quá nên làm ko kịp .
",Quán nằm ở đâu?,cuối đường Ngô Quyền
foody_55,"Đồ ăn ở đây ngon , tươi . Đồng giá 60k . Nhưng nhiều món phải đặt trước , mà người quen họ mới bán . Tôm tít hơi nhỏ . Mình thích món sò điệp nướng mỡ hành , ngon và khá thơm .
Món hàu sữa sashimi nhìn tưởng tanh và khó ăn . Nhưng không hề . Chấm tí mù tạt ăn không có tí mùi tanh nào luôn . Béo beo : D
Gỏi cá tạm ok : ) )
Quán đồ ăn rẻ nhưng đi hơi xa . Qua tận cuối đường Ngô Quyền . Vòng vèo : ) )
Phục vụ hơi chậm . Chắc do đông quá nên làm ko kịp .
",Phục vụ của quán như thế nào?,hơi chậm
foody_56,"Nhân viên ở quán này nói chuyện dễ thương . Nhìn từ ngoài quán khá nhỏ nhưng vô trong k nhỏ đâu nha , quán đẹp lắm tông màu tím có thêm mấy con gấu bông thích cực : ) ) . Có 2 size 45k và 65k , mình ăn 45k thì thấy no và ngán r nhưng bạn mình thì nó nói chưa đã : ) ) . Kem trà xanh đắng đắng rất tuyệt ( mình fan trà xanh mà ) . Kem bạc hà thì đối vs mình như mùi kem đánh răng : ) ) . Kem dừa thì béo béo rất ngon , nhìu loại topping nữa . Nhất định sẽ quay lại
",Khách hàng đánh giá như thế nào về thái độ của nhân viên?,nói chuyện dễ thương
foody_57,"Nhân viên ở quán này nói chuyện dễ thương . Nhìn từ ngoài quán khá nhỏ nhưng vô trong k nhỏ đâu nha , quán đẹp lắm tông màu tím có thêm mấy con gấu bông thích cực : ) ) . Có 2 size 45k và 65k , mình ăn 45k thì thấy no và ngán r nhưng bạn mình thì nó nói chưa đã : ) ) . Kem trà xanh đắng đắng rất tuyệt ( mình fan trà xanh mà ) . Kem bạc hà thì đối vs mình như mùi kem đánh răng : ) ) . Kem dừa thì béo béo rất ngon , nhìu loại topping nữa . Nhất định sẽ quay lại
",Cách trang trí của quán có gì đặc biệt khiến cho khách hàng yêu thích?,tông màu tím có thêm mấy con gấu bông
foody_58,"Nhân viên ở quán này nói chuyện dễ thương . Nhìn từ ngoài quán khá nhỏ nhưng vô trong k nhỏ đâu nha , quán đẹp lắm tông màu tím có thêm mấy con gấu bông thích cực : ) ) . Có 2 size 45k và 65k , mình ăn 45k thì thấy no và ngán r nhưng bạn mình thì nó nói chưa đã : ) ) . Kem trà xanh đắng đắng rất tuyệt ( mình fan trà xanh mà ) . Kem bạc hà thì đối vs mình như mùi kem đánh răng : ) ) . Kem dừa thì béo béo rất ngon , nhìu loại topping nữa . Nhất định sẽ quay lại
",Đánh giá của khách hàng về kem trà xanh là gì?,đắng đắng rất tuyệt
foody_59,"Nhân viên ở quán này nói chuyện dễ thương . Nhìn từ ngoài quán khá nhỏ nhưng vô trong k nhỏ đâu nha , quán đẹp lắm tông màu tím có thêm mấy con gấu bông thích cực : ) ) . Có 2 size 45k và 65k , mình ăn 45k thì thấy no và ngán r nhưng bạn mình thì nó nói chưa đã : ) ) . Kem trà xanh đắng đắng rất tuyệt ( mình fan trà xanh mà ) . Kem bạc hà thì đối vs mình như mùi kem đánh răng : ) ) . Kem dừa thì béo béo rất ngon , nhìu loại topping nữa . Nhất định sẽ quay lại
",Khách hàng nghĩ gì về kem bạc hà?,như mùi kem đánh răng
foody_60,"Nhân viên ở quán này nói chuyện dễ thương . Nhìn từ ngoài quán khá nhỏ nhưng vô trong k nhỏ đâu nha , quán đẹp lắm tông màu tím có thêm mấy con gấu bông thích cực : ) ) . Có 2 size 45k và 65k , mình ăn 45k thì thấy no và ngán r nhưng bạn mình thì nó nói chưa đã : ) ) . Kem trà xanh đắng đắng rất tuyệt ( mình fan trà xanh mà ) . Kem bạc hà thì đối vs mình như mùi kem đánh răng : ) ) . Kem dừa thì béo béo rất ngon , nhìu loại topping nữa . Nhất định sẽ quay lại
",Đánh giá về kem dừa của khách hàng là gì?,"béo béo rất ngon , nhìu loại topping"
foody_61,"Hôm nay định cùng nhỏ bạn đi galaxy quang trung coi phim miễn phí ai dè đến nơi thì hết sạch vé không còn gì coi nên đã qua domino ' s pizza đối diện coopmart quang trung ăn cho đã . Hai đứa ăn cái super supreme cỡ vừa nhưng cũng đủ no lắm . Pizza ở đây ăn cũng được nhưng tương lại không thoải mái . Tương cho từng gói nhỏ chứ không phải chai muốn ăn bao nhiêu cũng được . Nước lại không cho đá . Mình nghĩ quán cũng nên chăm chút thêm không gian nữa .
",Quán ăn có địa chỉ ở đâu?,domino ' s pizza đối diện coopmart quang trung
foody_62,"Hôm nay định cùng nhỏ bạn đi galaxy quang trung coi phim miễn phí ai dè đến nơi thì hết sạch vé không còn gì coi nên đã qua domino ' s pizza đối diện coopmart quang trung ăn cho đã . Hai đứa ăn cái super supreme cỡ vừa nhưng cũng đủ no lắm . Pizza ở đây ăn cũng được nhưng tương lại không thoải mái . Tương cho từng gói nhỏ chứ không phải chai muốn ăn bao nhiêu cũng được . Nước lại không cho đá . Mình nghĩ quán cũng nên chăm chút thêm không gian nữa .
",Khách hàng đánh giá như thế nào về món pizza của quán?,ăn cũng được
